COD_PROD,DESC_PROD,EAN_13,CATEGORIA_PROD,FAMILIA_PROD,MARCA_PROD,SEGMENTO_PROD,UND_X_CAJA,PESO_X_UND,PRESENTACION_PROD,ESTADO_PROD
8305001,LAV.MANZ.MELL.CE SAPOLIO 600GRX2 6UN,7751851016834,Lavavajillas,Sapolio Clasico,Sapolio,Core,6,1.2,2x600g,O
8305002,LAVAV.LIQ.UL LIMON SAPOLIO 350ML 24DPK,7751851023306,Lavavajillas,Sapolio Clasico,Sapolio,Core,24,0.362,350mL,EA
8305003,LAVAV.LIQ.UL MANZANA SAPOLIO 350ML 24DPK,7751851023320,Lavavajillas,Sapolio Clasico,Sapolio,Core,24,0.362,350mL,O
8305004,LAVAV.LIQ.UL BEBITO SAPOLIO 350ML 24DPK,7751851023344,Lavavajillas,Sapolio Clasico,Sapolio,Core,24,0.362,350mL,O
8305005,LAVAV.LIQ.UL NEUTRO SAPOLIO 350ML 24DPK,7751851023337,Lavavajillas,Sapolio Clasico,Sapolio,Core,24,0.362,350mL,O
8305006,LAVAVAJILLA LIMON SAPOLIO 5000GR 4UND,7751851022729,Lavavajillas,Sapolio Clasico,Sapolio,Core,4,5.0,5kg,O
8305007,LAVAVAJILLA MANZANA SAPOLIO 5000GR 4UND,7751851022736,Lavavajillas,Sapolio Clasico,Sapolio,Core,4,5.0,5kg,O
8305008,LAVAV.LIQ.SAPOL LIMON 450ML 24DPK,7751851031653,Lavavajillas,Sapolio Clasico,Sapolio,Core,24,0.464,450mL,O
8305009,LAVAV.LIQ.UL LIMON SAPOLIO 1250ML 6FCO,7751851025089,Lavavajillas,Sapolio Clasico,Sapolio,Core,6,1.288,1.25L,O
8305010,LAVAV.LIQ.UL MANZANA SAPOLIO 1250ML 6FCO,7751851025096,Lavavajillas,Sapolio Clasico,Sapolio,Core,6,1.288,1.25L,0.0
8305011,LAVAVAJILLA LIMON SAPOLIO 900GR 6UND,7751851025317,Lavavajillas,Sapolio Clasico,Sapolio,Core,6,0.9,800g,O
8305012,LAVAVAJILLA NARANJA SAPOLIO 900GR 6UND,7751851025324,Lavavajillas,Sapolio Clasico,Sapolio,Core,6,0.9,800g,O
8305013,LAVAVAJILLA T.FRUTI SAPOLIO 900GR 6UND,7751851025331,Lavavajillas,Sapolio Clasico,Sapolio,Core,6,0.9,800g,0.0
8305014,LAVAVAJILLA MANZANA SAPOLIO 900GR 6UND,7751851025348,Lavavajillas,Sapolio Clasico,Sapolio,Core,6,0.9,800g,0.0
8305015,LAVAVAJILLA MANZANA SAPOLIO 180GR 24UND,7751851004879,Lavavajillas,Sapolio Clasico,Sapolio,Core,24,0.18,180g,EA
8305016,LAVAVAJILLA LIMON SAPOLIO 360GR 12UND,7751851004923,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.36,330g,O
8305017,LAVAVAJILLA MANZANA SAPOLIO 360GR 12UND,7751851004954,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.36,360g,O
8305018,LAVAV.LIQ.UL LIMON SAPOLIO 300ML 12FCO,7751851010726,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.311,300mL,O
8305019,LAVAV.LIQ.UL MANZANA SAPOLIO 300ML 12FCO,7751851010740,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.311,300mL,O
8305020,LAVAV.LIQ.UL BEBITO SAPOLIO 500ML 12FCO,7751851013499,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.518,500mL,0.0
8305021,LAVAV.LIQ.UL LIMON SAPOLIO 750ML 12FCO,7751851010764,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.777,750mL,0.0
8305022,LAVAV.LIQ.UL LIMON SAPOLIO 400ML 12FCO,7751851009553,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.414,400mL,O
8305023,LAVAV.LIQ.UL MANZANA SAPOLIO 400ML 12FCO,7751851009560,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.414,400mL,O
8305024,LAVAV.LIQ.UL NARANJA SAPOLIO 500ML 12FCO,7751851012126,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.518,500mL,O
8305025,LAVAV.LIQ.UL NEUTRO SAPOLIO 500ML 12FCO,7751851012119,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.518,500mL,O
8305026,LAVAV.LIQ.UL LIMON SAPOLIO 500ML 12FCO,7750243067348,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.518,500mL,O
8305027,LAVAV.LIQ.UL MANZANA SAPOLIO 500ML 12FCO,7750243067355,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.518,500mL,O
8305028,LAVAV.LIMON.MELL.CE SAPOLIO 180GRX2 12UN,7751851004886,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.36,2x180g,O
8305029,LAV.T.FRUTI.MELL.CE SAPOLIO 180GRX2 12UN,7751851004909,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.36,2x180g,O
8305030,LAVAV.MANZ.MELL.CE SAPOLIO 180GRX2 12UN,7751851004916,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.36,2x180g,O
8305031,LAVAV.LIMON.MELL.CE SAPOLIO 360GRX2 6UN,7751851004961,Lavavajillas,Sapolio Clasico,Sapolio,Core,6,0.72,2x360g,O
8305032,LAVAV.T.FRUTI.MEL.CE SAPOLIO 360GRX2 6UN,7751851004985,Lavavajillas,Sapolio Clasico,Sapolio,Core,6,0.72,2x360g,O
8305033,LAVAV.MANZANA.MEL.CE SAPOLIO 360GRX2 6UN,7751851004992,Lavavajillas,Sapolio Clasico,Sapolio,Core,6,0.72,2x360g,O
8305034,LAVAV.LIMON.MELL.CE SAPOLIO 600GRX2 6UN,7751851016827,Lavavajillas,Sapolio Clasico,Sapolio,Core,6,1.2,2x600g,O
8305035,LAVAV.LIQ.UL NARANJA SAPOLIO 750ML 12FCO,7751851010771,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.777,750mL,O
8305036,LAVAV.LIQ.UL MANZANA SAPOLIO 750ML 12FCO,7751851010788,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.777,750mL,O
8305037,LAVAV.LIQ.UL LIMON SAPOLIO 5L 4FCO,7751851016735,Lavavajillas,Sapolio Clasico,Sapolio,Core,4,5.175,5L,O
8305038,LAVAV.LIQ.UL MANZANA SAPOLIO 5L 4FCO,7751851016742,Lavavajillas,Sapolio Clasico,Sapolio,Core,4,5.175,5L,0.0
8305039,LAVAV.LIQ.UL LAVANDA SAPOLIO 500ML 12FCO,7751851021081,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.518,500mL,O
8305040,LAVAVAJILLA LIMON SAPOLIO 180GR 24UND,7751851004848,Lavavajillas,Sapolio Clasico,Sapolio,Core,24,0.18,180g,O
8305041,LAVAV.LIQ.UL LIMA LIMON SAP. 500ML 12FCO,7751851026468,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.518,500mL,O
8305042,LAVAV.LIQ.UL LIMA LIMON SAP. 1250ML 6FCO,7751851026512,Lavavajillas,Sapolio Clasico,Sapolio,Core,6,1.288,1.25L,O
8305043,LAVAV.LIQ.UL BIBERON SAPOLIO 500ML 12FCO,7751851027618,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.518,500mL,O
8305044,LAVAV.LIQ.SAPOL.U/C NEU 500ML+ ESP 12UND,0.0,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.518,500mL+regalo,O
8305045,LAVAV.LIQ.UL LIMON SAP.500ML+ESP.12UND,0.0,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.518,500mL+regalo,O
8305046,LAVAV.LIQ.UL MANZANA SAP.500ML+ESP.12UND,0.0,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.518,500mL+regalo,O
8305047,LAVAV.LIQ.UL NARANJA SAP.750ML+ESP.12UND,0.0,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.777,750mL+regalo,O
8305048,LAVAV.LIQ.UL LIMON SAP.750ML+ESP.12UND,0.0,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.777,750mL+regalo,O
8305049,LAVAV.LIQ.UL MANZANA SAP.750ML+ESP.12UND,0.0,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.777,750mL+regalo,O
8305050,LAVAV.LIQ.UL LIMON SAP.1250ML+ESP.6UND,0.0,Lavavajillas,Sapolio Clasico,Sapolio,Core,6,1.288,1.25L+regalo,O
8305051,LAVAV.LIQ.UL MANZANA SAP.1250ML+ESP.6UND,0.0,Lavavajillas,Sapolio Clasico,Sapolio,Core,6,1.288,1.25L+regalo,O
8305052,LAVAV.LIQ.SAP.U/C LIMA LIM 1250ML+ESP6UN,0.0,Lavavajillas,Sapolio Clasico,Sapolio,Core,6,1.288,1.25L+regalo,O
8305053,LAVAV.LIQ.SAPOL.MANZANA 450ML 24UND,7751851031660,Lavavajillas,Sapolio Clasico,Sapolio,Core,24,0.464,450mL,O
8305054,LAVAV.LIQ.UL BEBITO SAPOLIO 450ML 24DPK,7751851032513,Lavavajillas,Sapolio Clasico,Sapolio,Core,24,0.464,450mL,O
8305055,LAVAV.LIQ.SAPOL.NEUTRO 450ML 24UND,7751851032506,Lavavajillas,Sapolio Clasico,Sapolio,Core,24,0.464,450mL,O
8305056,LAVAV.BOREAL CREMA LIMON 900GR 6UND,22000000860132,Lavavajillas Maquila,Boreal Clasico,Boreal,Value,6,0.9,900g,O
8305057,LAVAV.BOREAL CREMA LIMON 600GRX2 12UND,22000000859938,Lavavajillas Maquila,Boreal Clasico,Boreal,Value,12,0.6,600g,O
8305058,LAVAV.BOREAL CREMA LIMON 180GR 24UND,22000000860514,Lavavajillas Maquila,Boreal Clasico,Boreal,Value,24,0.18,180g,O
8305059,LAVAV.BOREAL CREMA MANZ 180GR 24UND,22000000861368,Lavavajillas Maquila,Boreal Clasico,Boreal,Value,24,0.18,180g,O
8305060,LAVAV.BOREAL CREM.LIM.MELL 180GRX2 12PCK,22000000860378,Lavavajillas Maquila,Boreal Clasico,Boreal,Value,12,0.36,2x180g,O
8305061,LAVAV.BOREAL CRE.MANZ.MELL 180GRX2 12PCK,22000000861122,Lavavajillas Maquila,Boreal Clasico,Boreal,Value,12,0.36,2x180g,O
8305062,LAVAV.BOREAL CREMA MANZANA 900GR 6UND,22000000860996,Lavavajillas Maquila,Boreal Clasico,Boreal,Value,6,0.9,900g,O
8305063,LAVAV.BOREAL CREMA MANZANA 600GR 12UND,22000000860750,Lavavajillas Maquila,Boreal Clasico,Boreal,Value,12,0.6,600g,O
8305073,LAVAV.WONG MELLIZO MANZ. 360GRX2 6UND,7751851018449,Lavavajillas Maquila,Wong Clasico,Wong,Value,6,0.72,2x360g,O
8305074,WONG POTE LIMON X1000G,0.0,Lavavajillas Maquila,Wong Clasico,Wong,Value,6,1.0,1kg,O
8305075,LAVAV.WONG POTE 1000GR 6UND,0.0,Lavavajillas Maquila,Wong Clasico,Wong,Value,6,1.0,1kg,O
8305076,LAVAVAJILLA PATITO LIMÓN 1000G 6UND,7751851023399,Lavavajillas,Patito Clasico,Patito,Value,6,1.0,1kg,O
8305077,LAVAVAJILLA MANZANA PATITO 1000G 6UND,7751851023412,Lavavajillas,Patito Clasico,Patito,Value,6,1.0,1kg,O
8305078,LAVAVAJILLA LIMON SAPOLIO 1000GR 6UND,7751851003599,Lavavajillas,Sapolio Clasico,Sapolio,Core,6,1.0,1kg,O
8305079,LAVAVAJILLA MANZANA SAPOLIO 1000GR 6UND,7751851003629,Lavavajillas,Sapolio Clasico,Sapolio,Core,6,1.0,1kg,O
8305080,LAVAV.LIQ.UL BEBITO SAP.500ML+ESP.12UND,0.0,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.518,500mL+regalo,O
8305081,LAVAV.LIQ.UL LIMA.LI SAP.500ML+ESP.12UND,0.0,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.518,500mL+regalo,O
8305082,LAVAV HOMECARE LIMON BIPACK 180G 12UND,20500432439316,Lavavajillas Maquila,Homecare Clasico,Homecare,Value,12,0.36,2x180g,O
8305083,LAVAV HOMECARE MANZANA BIPACK 180G 12UND,20500432439484,Lavavajillas Maquila,Homecare Clasico,Homecare,Value,12,0.36,2x180g,O
8305084,LAVAV HOMECARE LIMON BIPACK 360G 6UND,20500432439552,Lavavajillas Maquila,Homecare Clasico,Homecare,Value,6,0.72,2x360g,O
8305085,LAVAV HOMECARE MANZANA BIPACK 360G 6UND,20500432439620,Lavavajillas Maquila,Homecare Clasico,Homecare,Value,6,0.72,2x360g,O
8305086,LAVAVAJILLAS HOMECARE MANZANA 1000G 6UND,20500432439866,Lavavajillas Maquila,Homecare Clasico,Homecare,Value,6,1.0,1kg,O
8305087,LAVAVAJILLAS HOMECARE LIMON 1000G 6UND,20500432439798,Lavavajillas Maquila,Homecare Clasico,Homecare,Value,6,1.0,1kg,O
8305088,LAVAV.LIQ.UL LAVANDA SAP.500ML+ESP.12UND,7751851021081,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.518,500mL+regalo,O
8305089,LAVAV.LIQ.UL NARANJA SAP.500ML+ESP.12UND,7751851012126,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.518,500mL+regalo,O
8305090,LAVAVAJ.CREMA SAPOLIO NARANJA 360G 12UND,7751851013543,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.36,360g,O
8305091,LAVAV.CREMA SAP.NARANJA 1KG.6UND,7751851011730,Lavavajillas,Sapolio Clasico,Sapolio,Core,6,1.0,1kg,O
8305092,LAVAVAJ.SAP.LIMON 250GRR 24UND,7751851015608,Lavavajillas,Sapolio Clasico,Sapolio,Core,24,0.25,250g,O
8305093,LAVAVAJ.SAP. LIMON 450GR 12UND,7751851015639,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.45,450g,O
8305094,LAVAV.LIQ.UL LIMON SAPOLIO 800ML 12DPK,7751851023900,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.82,800mL,O
8305095,LAVAV.LIQ.UL MANZANA SAPOLIO 800ML 12DPK,0.0,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.82,800mL,O
8305096,LAVAV.LIQ.UL LIMON SAPOLIO 1900ML 6DPK,7751851024389,Lavavajillas,Sapolio Clasico,Sapolio,Core,6,1.97,1.9L,O
8305097,LAVAV.LIQ.UL MANZANA SAPOLIO 1900ML 6DPK,7751851024396,Lavavajillas,Sapolio Clasico,Sapolio,Core,6,1.97,1.9L,O
8305098,LAVAV.PATITO LIMÓN MELL 180GRX2 12UND,7751851023351,Lavavajillas,Patito Clasico,Patito,Value,12,0.36,2x180g,O
8305099,LAVAV.PATITO MANZANA MELL 180GRX2 12UND,7751851023375,Lavavajillas,Patito Clasico,Patito,Value,12,0.36,2x180g,O
8305100,LAVAV.PATITO UVA MELL 180GRX2 12UND,7751851023382,Lavavajillas,Patito Clasico,Patito,Value,12,0.36,2x180g,O
8305101,LAVAV.CREMA PATITO UVA 1000GR 6UND,0.0,Lavavajillas,Patito Clasico,Patito,Value,6,1.0,1kg,O
8305102,LAVAV.LIQ.UL NARANJA SAPOLIO 1250ML 6FCO,7751851025102,Lavavajillas,Sapolio Clasico,Sapolio,Core,6,1.29,1.25L,O
8305103,LAVAV.CREMA PATITO LIMÓN 900GR 6UND,7751851025584,Lavavajillas,Patito Clasico,Patito,Value,6,0.9,900g,O
8305104,LAVAV.CREMA PATITO MANZANA 900G 6UND,7751851025591,Lavavajillas,Patito Clasico,Patito,Value,6,0.9,900g,O
8305105,LAVAV.CREMA PATITO UVA 900GR 6UND,7751851025607,Lavavajillas,Patito Clasico,Patito,Value,6,0.9,900g,O
8305106,LAVAV.CREMA SAPOLIO T.FRUTI 360GR 12UND,7751851004947,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.36,360g,O
8305107,LAVAV.LIQ.UL NARANJA SAPOLIO 300ML 12FCO,7751851010733,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.31,300mL,O
8305108,LAVAV.SAP.NARANJ.MELL CE PCK 2X360GR.6UN,7751851011723,Lavavajillas,Sapolio Clasico,Sapolio,Core,6,0.72,2x360g,O
8305109,LAVAV.LIQ.UL LIMON SAP.SACHET 50ML 72UND,7751851026482,Lavavajillas,Sapolio Clasico,Sapolio,Core,72,0.052,50mL,O
8305110,LAVAV.LIQ.UL NARANJA SAP.1250ML+ESP.6UND,7751851025102,Lavavajillas,Sapolio Clasico,Sapolio,Core,6,1.29,1.25L+regalo,O
8305111,LAVAV. SAP.MEL.LIM 180GRX12+3LEJ500+34%,7751851025706,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.528,2x180g,0.0
8305125,SAP.LAVAVAJILLA NARANJA 180G C/EX 24,0.0,Lavavajillas,Sapolio Clasico,Sapolio,Core,24,0.18,180g,O
8305126,SAP.LAVAVAJILLA T.FRUTI 180G.C/EX24,0.0,Lavavajillas,Sapolio Clasico,Sapolio,Core,24,0.18,180g,O
8305133,SAP.LAVAVAJILLA U/C NARAN PUMP 400MX12,0.0,Lavavajillas,Sapolio Clasico,Sapolio,Core,1,0.414,400mL,O
8305142,SAP.LAVAVAJILLA U/C.LIM DP.55MLX24 EXP,0.0,Lavavajillas,Sapolio Clasico,Sapolio,Core,24,0.057,55mL,O
8305147,SAP.LAV.MEL.LIM 180GRX12+5 LEJ.250+34%,7751851025690,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.5,2x180g,O
8305148,SAP.LAV.MEL.MANZ.180GX12+3 LEJ.500+34%,0.0,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.528,2x180g,O
8305151,SAP.LAVAVAJILL NARANJ MELL.CE180GX2/12,0.0,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.36,2x180g,O
8305152,LAVAV.LIQ.ULTR.MENTA SAPOLIO 500ML 12FCO,7751851014793,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.518,500mL,O
8305153,SAP LAVAVAJILLA LIQ DISPENSAD 500ML X1,0.0,Lavavajillas,Sapolio Clasico,Sapolio,Core,1,0.293,500mL,O
8305162,LAVAVAJILLA PROF.SAPOLIO LIMON 1KG.6FCO,7750243060691,Lavavajillas,Sapolio Profesional,Sapolio,AASS Limpieza,6,1.0,1kg,0.0
8305163,LAVAV.LIQ.UL PROF.SAP. LIMON 1.25L 6FCO,7750243060707,Lavavajillas,Sapolio Profesional,Sapolio,AASS Limpieza,6,1.288,1.25L,0.0
8305186,LAVAV.LIQ.SAPOL.LIMON 300ML+ESP 12UND,7750243064408,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.309,300mL,O
8305234,LAVAV.SAPOL.LIMON.AB.MELL.360GRX2 6PCK,7750243066990,Lavavajillas,Sapolio Clasico,Sapolio,Core,6,0.72,360gr,EA
8305235,LAVAV.SAPOL.LIMON ANTIB.900GR 6UND,7750243067003,Lavavajillas,Sapolio Clasico,Sapolio,Core,6,0.9,800g,O
8305236,LAVAV.SAPOLIO LIMON 550GR 12UND,7750243067010,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.55,800g,O
8305246,LAVAV.SAPOL.LIMON.AB.MELL.180GRX2 12PCK,7750243067034,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.36,2x180g,O
8305252,LAVAV.SAPOL.LIQ.LIMON 500ML ALTO 12UND,7750243067348,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.515,500mL,0.0
8305253,LAVAV.SAPOL.LIQ.MANZANA 500ML ALTO 12UND,7750243067355,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.515,500mL,O
8305256,LAVAV. SAPOLIO LIMON 800GR 6UND.,7750243067898,Lavavajillas,Sapolio Clasico,Sapolio,Core,6,0.8,800g,O
8305257,LAVAV. SAPOLIO NARANJA 800GR 6UND.,7750243067904,Lavavajillas,Sapolio Clasico,Sapolio,Core,6,0.8,800g,O
8305258,LAVAV. SAPOLIO T. FRUTI 800GR 6UND.,7750243067911,Lavavajillas,Sapolio Clasico,Sapolio,Core,6,0.8,800g,0.0
8305259,LAVAV. SAPOLIO MANZANA 800GR 6UND.,7750243067928,Lavavajillas,Sapolio Clasico,Sapolio,Core,6,0.8,800g,0.0
8305260,LAVAV.SAPOL.LIMON ANTIB.800GR 6UND,7750243068260,Lavavajillas,Sapolio Clasico,Sapolio,Core,6,0.8,800g,O
8305262,LAVAV. SAPOLIO LIMON 800GR 6UND. PE,7750243072403,Lavavajillas,Sapolio Clasico,Sapolio,Core,6,0.8,800gr,O
8305268,LAVA. LIQ.SAPOLIO LIMÓN 450ML 24UND PE.,7751851031653,Lavavajillas,Sapolio Clasico,Sapolio,Core,24,0.464,450mL,O
8305269,LAVAV. LIQ.SAPOLIO LIMÓN 300ML 12FCO PE,7751851010726,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.309,300mL,O
8305270,LAVAV.LIQ.SAPOLIO MANZANA 300ML 12FCO PE,7751851010740,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.309,300mL,0.0
8305271,LAVAV. LIQ.SAPOLIO LIMÓN 500ML 12FCO PE,7750243067348,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.515,500mL,O
8305272,LAVAV.LIQ.SAPOLIO MANZANA 500ML 12FCO PE,7750243067355,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.515,500mL,O
8305273,LAVAV.LIQ.SAPOLIO LIMALIMÓN 500ML12FC PE,7751851026468,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.515,500mL,O
8305274,LAVAV. LIQ.SAPOLIO LIMÓN 750ML 12FCO PE.,7751851010764,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.773,750mL,O
8305275,LAVAV. LIQ.SAPOLIO LIMÓN 1250ML 6FCO PE,7751851025089,Lavavajillas,Sapolio Clasico,Sapolio,Core,6,1.288,1.25L,O
8305276,LAVAV.LIQ.SAPOLIO MANZANA 1250ML 6FCO PE,7751851025096,Lavavajillas,Sapolio Clasico,Sapolio,Core,6,1.288,1.25L,O
8305277,LAVAV.LIQ.SAPOLIO LIMALIMÓN 1250ML6FC PE,7751851026512,Lavavajillas,Sapolio Clasico,Sapolio,Core,6,1.288,1.25L,O
8305278,LAVAV. LIQ.SAPOLIO LIMÓN 5L 4FCO PE,7751851016735,Lavavajillas,Sapolio Clasico,Sapolio,Core,4,5.15,5L,O
8305279,LAVAV.LIQ.SAPOLIO MANZANA 5L 4FCO PE,7751851016742,Lavavajillas,Sapolio Clasico,Sapolio,Core,4,5.15,5L,O
8305280,LAVAV.LIQ.SAPOL.LIMON 300ML+ESP 12UND PE,7750243074292,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.314,300mL,O
8305281,LAVAV.LIQ.LIMON SAP.500ML+ESP.12UND PE,7750243074308,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.52,500mL+regalo,O
8305282,LAVAV.LIQ.UL MANZANA SAP.500ML+ESP.12UND,7750243074315,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.52,500mL+regalo,O
8305284,LAVAV.LIQ. LIMON SAP.750ML+ESP.12UND PE,7750243074339,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.775,750mL+regalo,0.0
8305285,LAVAV.LIQ.MANZANA SAP.750ML+ESP.12UND PE,7750243074346,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.775,750mL+regalo,O
8305286,LAVAV.LIQ. LIMON SAP.1250ML+ESP.6UND PE,7750243074353,Lavavajillas,Sapolio Clasico,Sapolio,Core,6,1.293,1.25L+regalo,0.0
8305289,LAVA.LIQ.SAPOL.MANZANA 450ML 24UND PE.,7751851031660,Lavavajillas,Sapolio Clasico,Sapolio,Core,24,0.464,450mL,0.0
8305290,LAVAV.LIQ. MANZANA SAPOLIO 750ML 12FC PE,7751851010788,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.777,750mL,O
8305291,LAVAV. MANZANA SAPOLIO 1000GR 6UND PE,7750243074933,Lavavajillas,Sapolio Clasico,Sapolio,Core,6,1.0,1kg,O
8305292,LAVAV.LIQ.LAVA BIBERON SAP.500ML 12FO PE,7750243075473,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.515,500mL,0.0
8305301,LAVAV.LIQ.PROF SAPOLIO LIMON 5L 4FCO,7750243075954,Lavavajillas,Sapolio Profesional,Sapolio,AASS Limpieza,4,5.15,5L,O
8305302,LAVAV.LIQ.PROF MANZANA 5L 4FCO,7750243075961,Lavavajillas,Sapolio Profesional,Sapolio,AASS Limpieza,4,5.15,5L,0.0
8305319,LAVAV. SAPOLIO LIMÓN 200GR 24UND.,7750243077712,Lavavajillas,Sapolio Clasico,Sapolio,Core,24,0.2,200g,0.0
8305320,LAVAV. SAPOLIO LIMÓN 330GR 12UND.,7750243077729,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.33,330g,0.0
8305322,LAVAV. SAPOLIO LIMÓN 200GR 24UND. NV,7750243077712,Lavavajillas,Sapolio Clasico,Sapolio,Core,24,0.2,200g,Z3
8305323,LAVAV. SAPOLIO LIMÓN 330GR 12UND. NV,7750243077729,Lavavajillas,Sapolio Clasico,Sapolio,Core,12,0.33,330g,Z3
8305324,LAVAV. SAPOLIO LIMON 800GR 6UND. NV,7750243067898,Lavavajillas,Sapolio Clasico,Sapolio,Core,6,0.8,800g,Z3
8305325,LAVAV. SAPOLIO MANZANA 800GR 6UND.NV,7750243067928,Lavavajillas,Sapolio Clasico,Sapolio,Core,6,0.8,800g,Z3
8305326,LAVAV. SAPOLIO LIMON 1000GR 6UND NV,7751851003599,Lavavajillas,Sapolio Clasico,Sapolio,Core,6,1.0,1kg,Z3
8305327,LAVAV.SAPOL.LIMON ANTIB.800GR 6UND,7750243068260,Lavavajillas,Sapolio Clasico,Sapolio,Core,6,0.8,800g,EA
8305328,LAVAVAJILLA PATITO LIMÓN 1000G 6UND NV,7751851023399,Lavavajillas,Patito Clasico,Patito,Value,6,1.0,1kg,O
8306000,ROPA BLANCA SAPOLIO 600ML 12UND,7751851026321,Quitamanchas,Sapolio Ropa Blanca,Sapolio,Core,12,0.612,550mL,O
8306001,ROPA BLANCA SAPOLIO 1893ML 6UND,7751851026338,Quitamanchas,Sapolio Ropa Blanca,Sapolio,Core,6,1.931,1.8L,O
8306002,ROPA BLANCA SAPOLIO 3785ML 4UND,7751851026345,Quitamanchas,Sapolio Ropa Blanca,Sapolio,Core,4,3.861,3.785L,O
8306003,ROPA COLOR SAPOLIO 1000ML 12UND,7751851016568,Quitamanchas,Sapolio Ropa Color,Sapolio,Core,12,1.02,930mL,O
8306004,QUIT.R.COLR 1000ML+LEJ.335G SAPOLIO 12UN,0.0,Quitamanchas,Sapolio Ropa Color,Sapolio,Core,12,1.355,1L,O
8306005,QUITAM.SAP.ROPA COLOR 30GR.72UND,7751851026710,Quitamanchas,Sapolio Ropa Color,Sapolio,Core,72,0.03,30g,O
8306006,QUITAM.SAP.ROPA BLANCA 30GR.72UND,7751851026727,Quitamanchas,Sapolio Ropa Blanca,Sapolio,Core,72,0.03,30g,O
8306007,QUITAM.ROPA COLOR SAPOLIO 3785ML 4UND,7751851016575,Quitamanchas,Sapolio Ropa Color,Sapolio,Core,4,3.861,3.785L,O
8306008,QUITAM.SAP.ROPA COLOR 450GR.12UND,7751851026673,Quitamanchas,Sapolio Ropa Color,Sapolio,Core,12,0.45,450g,O
8306009,QUITAM.SAP.ROPA COLOR 900GR.6UND,7751851026680,Quitamanchas,Sapolio Ropa Color,Sapolio,Core,6,0.9,900g,O
