COD_DISTRIBUIDORA,COD_PROD_DISTRIBUIDOR,COD_PROD_MAESTRO,FECHA_REGISTRO,USUARIO
1000024731,23049,3300238,00:00.0,Alicorp
1000029697,24027,3300306,00:00.0,Alicorp
1000016655,14210,3300963,00:00.0,Alicorp
1000019365,14211,3300964,00:00.0,Alicorp
1000024730,22800,3305230,00:00.0,Alicorp
1000008558,22995,3305230,00:00.0,Alicorp
1000018366,22943,3305231,00:00.0,Alicorp
1000009363,22797,3305371,00:00.0,Alicorp
1000018687,22796,3305372,00:00.0,Alicorp
1000018636,22795,3305373,00:00.0,Alicorp
1000018865,22794,3305374,00:00.0,Alicorp
1000012371,22798,3305375,00:00.0,Alicorp
1000018847,22799,3305376,00:00.0,Alicorp
1000028858,22841,3305377,00:00.0,Alicorp
1000031176,22944,3305378,00:00.0,Alicorp
1000028579,13492,3500011,00:00.0,Alicorp
1000009584,13302,3500017,00:00.0,Alicorp
1000020099,13728,3500024,00:00.0,Alicorp
1000012434,13303,3500027,00:00.0,Alicorp
1000009363,21092,3500028,00:00.0,Alicorp
1000028584,13698,3500034,00:00.0,Alicorp
1000024166,13493,3501009,00:00.0,Alicorp
1000002120,16898,3501011,00:00.0,Alicorp
1000024731,22530,3501012,00:00.0,Alicorp
30001508,13304,3501018,00:00.0,Alicorp
30003902,14590,3501019,00:00.0,Alicorp
1000024732,20913,3501023,00:00.0,Alicorp
1000021982,13588,3517,00:00.0,Alicorp
1000028794,13480,37004,00:00.0,Alicorp
1000010245,13481,37014,00:00.0,Alicorp
1000028575,13482,37024,00:00.0,Alicorp
30001508,13483,37034,00:00.0,Alicorp
1000012434,13485,37094,00:00.0,Alicorp
1000009584,24188,4300019,00:00.0,Alicorp
1000024730,13639,4302040,00:00.0,Alicorp
1000008730,13756,4302040,00:00.0,Alicorp
1000012287,18163,4302040,00:00.0,Alicorp
1000019381,13640,4302041,00:00.0,Alicorp
1000018865,13754,4302041,00:00.0,Alicorp
1000012262,13641,4302042,00:00.0,Alicorp
1000008167,13755,4302042,00:00.0,Alicorp
1000029670,13642,4302043,00:00.0,Alicorp
1000018866,13753,4302043,00:00.0,Alicorp
30001508,20446,4302043,00:00.0,Alicorp
1000016655,13643,4302044,00:00.0,Alicorp
1000007880,18374,4302044,00:00.0,Alicorp
1000028859,13644,4302045,00:00.0,Alicorp
1000007670,18380,4302045,00:00.0,Alicorp
1000009232,13645,4302047,00:00.0,Alicorp
1000029956,13646,4302048,00:00.0,Alicorp
1000008739,13647,4302049,00:00.0,Alicorp
1000021615,13648,4302050,00:00.0,Alicorp
1000028585,18169,4302050,00:00.0,Alicorp
1000019448,13649,4302051,00:00.0,Alicorp
1000007598,18375,4302051,00:00.0,Alicorp
1000018687,13651,4302053,00:00.0,Alicorp
1000028584,13652,4302055,00:00.0,Alicorp
1000010245,13653,4302056,00:00.0,Alicorp
1000012198,22767,4302093,00:00.0,Alicorp
1000018671,22011,4302105,00:00.0,Alicorp
1000018310,22425,4302109,00:00.0,Alicorp
1000018847,22427,4302110,00:00.0,Alicorp
1000024166,24451,4302111,00:00.0,Alicorp
1000008739,23212,4302113,00:00.0,Alicorp
1000035585,23258,4302113,00:00.0,Alicorp
1000004065,23271,4302114,00:00.0,Alicorp
1000007747,23161,4302115,00:00.0,Alicorp
1000007527,23099,4302116,00:00.0,Alicorp
1000035866,23183,4302117,00:00.0,Alicorp
1000007672,23162,4302119,00:00.0,Alicorp
1000035866,23134,4302120,00:00.0,Alicorp
1000008721,23163,4302121,00:00.0,Alicorp
1000008802,23048,4302138,00:00.0,Alicorp
1000007880,23329,4302139,00:00.0,Alicorp
1000028584,23164,4302140,00:00.0,Alicorp
1000012198,23712,4302142,00:00.0,Alicorp
1000028794,23050,4302143,00:00.0,Alicorp
1000008739,24455,4302143,00:00.0,Alicorp
1000018974,23250,4302145,00:00.0,Alicorp
1000032002,24189,4302146,00:00.0,Alicorp
1000024730,22993,4302149,00:00.0,Alicorp
1000012343,22994,4302151,00:00.0,Alicorp
1000019365,23747,4302152,00:00.0,Alicorp
1000012343,13420,4304013,00:00.0,Alicorp
1000032002,13579,4304013,00:00.0,Alicorp
1000007527,18164,4304013,00:00.0,Alicorp
1000020428,13421,4304014,00:00.0,Alicorp
1000008167,13580,4304014,00:00.0,Alicorp
1000018974,13422,4304015,00:00.0,Alicorp
1000032002,13581,4304015,00:00.0,Alicorp
1000009232,18382,4304015,00:00.0,Alicorp
1000019371,13442,4304016,00:00.0,Alicorp
1000016655,13439,4304017,00:00.0,Alicorp
1000032177,18171,4304017,00:00.0,Alicorp
30002600,13423,4304018,00:00.0,Alicorp
1000018850,13424,4304020,00:00.0,Alicorp
1000009584,18384,4304020,00:00.0,Alicorp
1000024730,13443,4304021,00:00.0,Alicorp
1000012275,13425,4304022,00:00.0,Alicorp
1000016707,18170,4304022,00:00.0,Alicorp
1000018617,13440,4304024,00:00.0,Alicorp
1000035866,13441,4304027,00:00.0,Alicorp
1000028589,18172,4304027,00:00.0,Alicorp
1000028575,14937,4304043,00:00.0,Alicorp
1000012354,22433,4304074,00:00.0,Alicorp
1000023530,22462,4304076,00:00.0,Alicorp
1000028662,17210,4305004,00:00.0,Alicorp
30002600,17123,4305033,00:00.0,Alicorp
1000018865,17209,4305033,00:00.0,Alicorp
1000008558,18167,4305033,00:00.0,Alicorp
1000028136,17124,4305034,00:00.0,Alicorp
1000024732,16341,4305035,00:00.0,Alicorp
1000019463,16338,4305036,00:00.0,Alicorp
30003984,16339,4305037,00:00.0,Alicorp
1000004065,17125,4305038,00:00.0,Alicorp
1000019379,16344,4305039,00:00.0,Alicorp
1000009363,16342,4305040,00:00.0,Alicorp
1000028586,16343,4305041,00:00.0,Alicorp
1000024166,17126,4305042,00:00.0,Alicorp
1000028586,20416,4305042,00:00.0,Alicorp
1000031176,17127,4305043,00:00.0,Alicorp
1000018865,21233,4305043,00:00.0,Alicorp
30007082,16340,4305046,00:00.0,Alicorp
1000004006,17208,4305046,00:00.0,Alicorp
1000001852,16337,4305047,00:00.0,Alicorp
1000011855,17207,4305047,00:00.0,Alicorp
1000028458,22333,4305065,00:00.0,Alicorp
1000020099,23897,4305065,00:00.0,Alicorp
1000008802,22429,4305068,00:00.0,Alicorp
1000021982,22335,4305069,00:00.0,Alicorp
30001508,23606,4305070,00:00.0,Alicorp
1000007747,23165,4305071,00:00.0,Alicorp
1000009039,23165,4305071,00:00.0,Alicorp
1000034830,22768,4314010,00:00.0,Alicorp
1000018378,22770,4314012,00:00.0,Alicorp
1000002120,22771,4314018,00:00.0,Alicorp
1000020099,22769,4314020,00:00.0,Alicorp
1000023530,22772,4314020,00:00.0,Alicorp
30002317,22773,4314021,00:00.0,Alicorp
1000032177,22760,4314022,00:00.0,Alicorp
1000028572,22762,4314023,00:00.0,Alicorp
1000028587,23426,4504020,00:00.0,Alicorp
30001508,17648,4508023,00:00.0,Alicorp
1000012262,17649,4508024,00:00.0,Alicorp
1000008802,21697,4508025,00:00.0,Alicorp
1000028794,17650,4508026,00:00.0,Alicorp
1000011855,21695,4508027,00:00.0,Alicorp
1000021615,21677,4508028,00:00.0,Alicorp
1000018310,21698,4508029,00:00.0,Alicorp
1000012286,23392,4508044,00:00.0,Alicorp
1000012262,21680,4508206,00:00.0,Alicorp
1000012343,21681,4508207,00:00.0,Alicorp
1000021982,21682,4508208,00:00.0,Alicorp
30003902,23166,4508270,00:00.0,Alicorp
1000011855,21683,4508275,00:00.0,Alicorp
1000012286,17651,4508306,00:00.0,Alicorp
1000012434,17652,4508307,00:00.0,Alicorp
1000028579,21700,4508308,00:00.0,Alicorp
30002317,21701,4508309,00:00.0,Alicorp
1000028585,21684,4508313,00:00.0,Alicorp
1000028129,17653,4508412,00:00.0,Alicorp
1000018636,21678,4508420,00:00.0,Alicorp
30003885,21685,4508500,00:00.0,Alicorp
30002600,17654,4508501,00:00.0,Alicorp
1000012371,21686,4508503,00:00.0,Alicorp
1000028587,21696,4508504,00:00.0,Alicorp
1000024723,23386,4508978,00:00.0,Alicorp
1000019371,23388,4508983,00:00.0,Alicorp
1000018861,23389,4508984,00:00.0,Alicorp
1000016707,23425,4508998,00:00.0,Alicorp
1000018636,21687,4509003,00:00.0,Alicorp
1000011384,22763,4527045,00:00.0,Alicorp
1000008893,17655,4527168,00:00.0,Alicorp
1000012343,17656,4527169,00:00.0,Alicorp
1000018861,21688,4527184,00:00.0,Alicorp
1000018352,17657,4527189,00:00.0,Alicorp
1000021982,17658,4527195,00:00.0,Alicorp
30007082,17659,4527204,00:00.0,Alicorp
1000019448,17660,4527205,00:00.0,Alicorp
30002575,17661,4527206,00:00.0,Alicorp
1000009232,17662,4527207,00:00.0,Alicorp
1000019371,21689,4527214,00:00.0,Alicorp
1000020099,21692,4527221,00:00.0,Alicorp
1000032002,21690,4527222,00:00.0,Alicorp
1000010245,21693,4527223,00:00.0,Alicorp
1000018671,21691,4527224,00:00.0,Alicorp
1000016707,23390,4527248,00:00.0,Alicorp
1000032177,24592,4527266,00:00.0,Alicorp
1000012286,24638,4527268,00:00.0,Alicorp
1000019381,22485,4800006,00:00.0,Alicorp
1000032002,21670,5101010,00:00.0,Alicorp
1000004314,21526,5101015,00:00.0,Alicorp
1000035585,21669,5101015,00:00.0,Alicorp
1000018847,22649,5101017,00:00.0,Alicorp
1000018366,21364,5101018,00:00.0,Alicorp
1000010245,13428,5101109,00:00.0,Alicorp
1000018352,13430,5101112,00:00.0,Alicorp
1000009232,13431,5101113,00:00.0,Alicorp
1000008893,13984,5101114,00:00.0,Alicorp
1000019371,14600,5101115,00:00.0,Alicorp
1000024732,14222,5101116,00:00.0,Alicorp
1000008549,21034,5101120,00:00.0,Alicorp
1000028858,13471,5101804,00:00.0,Alicorp
1000016707,13467,5101808,00:00.0,Alicorp
1000012287,13434,5101809,00:00.0,Alicorp
1000029956,13435,5101810,00:00.0,Alicorp
1000018378,13468,5101811,00:00.0,Alicorp
1000009913,13469,5101812,00:00.0,Alicorp
1000018850,13466,5101813,00:00.0,Alicorp
1000019463,13472,5101814,00:00.0,Alicorp
1000029956,13998,5101816,00:00.0,Alicorp
1000012434,14615,5101817,00:00.0,Alicorp
1000031176,14614,5101818,00:00.0,Alicorp
1000007926,21140,5101832,00:00.0,Alicorp
1000021982,21037,5101833,00:00.0,Alicorp
1000035866,21038,5101834,00:00.0,Alicorp
1000028584,21036,5101835,00:00.0,Alicorp
1000028584,21035,5101836,00:00.0,Alicorp
1000021615,22672,5101836,00:00.0,Alicorp
1000028858,21367,5101840,00:00.0,Alicorp
1000004314,21218,5101841,00:00.0,Alicorp
1000020099,21217,5101842,00:00.0,Alicorp
1000028584,21219,5101843,00:00.0,Alicorp
1000028760,22612,5101846,00:00.0,Alicorp
1000012329,22613,5101847,00:00.0,Alicorp
1000024723,22614,5101848,00:00.0,Alicorp
1000018366,22673,5101849,00:00.0,Alicorp
1000008167,22671,5101850,00:00.0,Alicorp
1000001852,22670,5101851,00:00.0,Alicorp
1000012434,22617,5101852,00:00.0,Alicorp
1000028588,13719,51310,00:00.0,Alicorp
1000012434,23255,51310,00:00.0,Alicorp
1000024732,13720,51332,00:00.0,Alicorp
1000009232,13721,51343,00:00.0,Alicorp
1000008167,23254,51343,00:00.0,Alicorp
1000012434,13427,5201204,00:00.0,Alicorp
1000012354,13488,5201224,00:00.0,Alicorp
1000019381,13489,5201310,00:00.0,Alicorp
1000012371,13490,5201312,00:00.0,Alicorp
1000012287,17461,5201329,00:00.0,Alicorp
1000018378,15882,5201330,00:00.0,Alicorp
1000012329,17505,5201331,00:00.0,Alicorp
1000018310,17492,5201332,00:00.0,Alicorp
1000019371,13477,5205028,00:00.0,Alicorp
1000008802,14366,5205033,00:00.0,Alicorp
1000016655,14367,5205034,00:00.0,Alicorp
30003885,14368,5205035,00:00.0,Alicorp
1000012341,14369,5205036,00:00.0,Alicorp
1000012434,14370,5205038,00:00.0,Alicorp
1000028579,14371,5205039,00:00.0,Alicorp
1000028588,14670,5205040,00:00.0,Alicorp
1000016655,14372,5205041,00:00.0,Alicorp
1000029956,14671,5205042,00:00.0,Alicorp
1000021615,14672,5205043,00:00.0,Alicorp
30003902,14862,5205044,00:00.0,Alicorp
1000018847,14878,5205046,00:00.0,Alicorp
1000009549,14879,5205047,00:00.0,Alicorp
1000008730,14880,5205048,00:00.0,Alicorp
1000019381,14946,5205049,00:00.0,Alicorp
1000012198,17460,5205052,00:00.0,Alicorp
1000009363,21365,5205070,00:00.0,Alicorp
1000028794,20624,5205071,00:00.0,Alicorp
1000018366,21366,5205071,00:00.0,Alicorp
1000035585,21139,5205072,00:00.0,Alicorp
1000016655,21323,5205073,00:00.0,Alicorp
1000009118,21324,5205074,00:00.0,Alicorp
1000008877,20625,5205075,00:00.0,Alicorp
1000008558,21329,5205075,00:00.0,Alicorp
1000035585,21325,5205077,00:00.0,Alicorp
1000011384,21326,5205078,00:00.0,Alicorp
1000008893,21327,5205079,00:00.0,Alicorp
1000021615,21328,5205080,00:00.0,Alicorp
1000018617,21371,5205081,00:00.0,Alicorp
1000008549,13715,5802013,00:00.0,Alicorp
1000012343,13716,5802066,00:00.0,Alicorp
1000007598,13718,5802068,00:00.0,Alicorp
30003885,14620,5802093,00:00.0,Alicorp
1000010295,23272,6400010,00:00.0,Alicorp
30003885,13307,6701001,00:00.0,Alicorp
1000020428,13900,6701006,00:00.0,Alicorp
30007082,21372,6701006,00:00.0,Alicorp
1000008558,13901,6701007,00:00.0,Alicorp
1000024166,21472,6701007,00:00.0,Alicorp
1000012341,13902,6701008,00:00.0,Alicorp
1000018687,21473,6701008,00:00.0,Alicorp
1000012343,16901,6701022,00:00.0,Alicorp
1000028587,13308,6702003,00:00.0,Alicorp
1000018366,13310,6702005,00:00.0,Alicorp
1000009584,20657,6702008,00:00.0,Alicorp
1000028858,20903,6702013,00:00.0,Alicorp
1000007527,22486,6702013,00:00.0,Alicorp
1000004314,16899,6704500,00:00.0,Alicorp
1000018636,14212,6705000,00:00.0,Alicorp
1000028136,16895,6706000,00:00.0,Alicorp
1000035866,25025,6714003,00:00.0,Alicorp
30003902,14461,8300010,00:00.0,Alicorp
1000019381,18112,8300016,00:00.0,Alicorp
1000032002,18113,8300017,00:00.0,Alicorp
1000028586,11118,8300021,00:00.0,Alicorp
1000021982,15118,8300022,00:00.0,Alicorp
1000009549,18183,8300028,00:00.0,Alicorp
30003984,11022,8300055,00:00.0,Alicorp
1000028589,20095,8300061,00:00.0,Alicorp
30003902,19943,8300062,00:00.0,Alicorp
1000012434,6715,8300074,00:00.0,Alicorp
1000002120,22592,8300089,00:00.0,Alicorp
1000008877,19368,8300091,00:00.0,Alicorp
1000007880,14145,8300093,00:00.0,Alicorp
1000008184,20400,8300095,00:00.0,Alicorp
1000028589,22396,8300095,00:00.0,Alicorp
1000011855,24465,8300102,00:00.0,Alicorp
1000028858,24466,8300103,00:00.0,Alicorp
1000012343,11027,8301000,00:00.0,Alicorp
1000001852,1751,8301001,00:00.0,Alicorp
1000032002,11028,8301002,00:00.0,Alicorp
1000004314,11514,8301003,00:00.0,Alicorp
1000028662,18217,8301004,00:00.0,Alicorp
1000012077,20274,8301018,00:00.0,Alicorp
1000018617,12362,8301019,00:00.0,Alicorp
1000034819,7209,8301020,00:00.0,Alicorp
1000012286,15936,8301022,00:00.0,Alicorp
1000008859,15979,8301024,00:00.0,Alicorp
1000008739,20275,8301025,00:00.0,Alicorp
1000024731,18903,8301041,00:00.0,Alicorp
1000024732,20276,8301043,00:00.0,Alicorp
1000002120,22283,8301100,00:00.0,Alicorp
1000008167,2133,8301101,00:00.0,Alicorp
1000032177,6059,8301102,00:00.0,Alicorp
1000010245,16052,8301102,00:00.0,Alicorp
1000019379,4284,8301104,00:00.0,Alicorp
1000018310,8176,8301105,00:00.0,Alicorp
1000028574,8178,8301106,00:00.0,Alicorp
1000018636,8180,8301107,00:00.0,Alicorp
1000018366,8196,8301108,00:00.0,Alicorp
1000016655,18889,8301109,00:00.0,Alicorp
1000018378,18890,8301110,00:00.0,Alicorp
1000002120,8177,8301111,00:00.0,Alicorp
1000012329,8179,8301112,00:00.0,Alicorp
1000018366,8181,8301113,00:00.0,Alicorp
1000018366,18891,8301121,00:00.0,Alicorp
1000018865,18892,8301122,00:00.0,Alicorp
1000001852,12446,8301123,00:00.0,Alicorp
1000028136,12447,8301124,00:00.0,Alicorp
1000023530,12448,8301125,00:00.0,Alicorp
1000028129,6055,8301138,00:00.0,Alicorp
30002600,18893,8301139,00:00.0,Alicorp
1000012286,20277,8301141,00:00.0,Alicorp
1000018378,22291,8301256,00:00.0,Alicorp
1000035585,23658,8301260,00:00.0,Alicorp
1000008558,23121,8301272,00:00.0,Alicorp
1000018636,9822,8303000,00:00.0,Alicorp
1000018617,1238,8303001,00:00.0,Alicorp
1000012286,1678,8303002,00:00.0,Alicorp
1000007747,22292,8303003,00:00.0,Alicorp
1000009263,22293,8303004,00:00.0,Alicorp
1000009584,15213,8303005,00:00.0,Alicorp
1000007598,9842,8303006,00:00.0,Alicorp
1000018534,9752,8303010,00:00.0,Alicorp
1000012343,19057,8303010,00:00.0,Alicorp
1000019371,9998,8303011,00:00.0,Alicorp
1000018617,12027,8303012,00:00.0,Alicorp
1000018974,1245,8303013,00:00.0,Alicorp
1000008893,16218,8303014,00:00.0,Alicorp
1000035866,11248,8303018,00:00.0,Alicorp
1000002120,22998,8303018,00:00.0,Alicorp
1000028584,12029,8303019,00:00.0,Alicorp
1000019371,12030,8303020,00:00.0,Alicorp
1000028584,15119,8303020,00:00.0,Alicorp
1000018310,12031,8303021,00:00.0,Alicorp
1000012343,12032,8303022,00:00.0,Alicorp
1000018366,17271,8303023,00:00.0,Alicorp
1000028136,22294,8303024,00:00.0,Alicorp
1000032002,1772,8303025,00:00.0,Alicorp
1000023530,12028,8303027,00:00.0,Alicorp
1000034830,1773,8303028,00:00.0,Alicorp
1000028572,1771,8303029,00:00.0,Alicorp
1000031176,8697,8303030,00:00.0,Alicorp
1000001852,11247,8303031,00:00.0,Alicorp
1000018866,1758,8303032,00:00.0,Alicorp
1000007747,22295,8303034,00:00.0,Alicorp
1000019371,8896,8303037,00:00.0,Alicorp
1000028579,8906,8303038,00:00.0,Alicorp
1000028579,1374,8303039,00:00.0,Alicorp
1000018850,14233,8303040,00:00.0,Alicorp
1000018534,15422,8303041,00:00.0,Alicorp
1000018310,20278,8303047,00:00.0,Alicorp
1000028587,7187,8303050,00:00.0,Alicorp
1000016655,9843,8303053,00:00.0,Alicorp
1000016655,9844,8303054,00:00.0,Alicorp
1000019379,11295,8303056,00:00.0,Alicorp
1000028585,18810,8303057,00:00.0,Alicorp
1000018671,18811,8303058,00:00.0,Alicorp
30001508,22296,8303059,00:00.0,Alicorp
1000028587,7987,8303060,00:00.0,Alicorp
1000028574,16915,8303061,00:00.0,Alicorp
1000007527,18588,8304000,00:00.0,Alicorp
1000007527,18589,8304001,00:00.0,Alicorp
1000007527,1757,8304002,00:00.0,Alicorp
1000010013,12040,8304003,00:00.0,Alicorp
1000024723,12041,8304004,00:00.0,Alicorp
30001508,9544,8304005,00:00.0,Alicorp
1000012275,9545,8304006,00:00.0,Alicorp
1000024723,9546,8304007,00:00.0,Alicorp
1000009363,9866,8304007,00:00.0,Alicorp
1000007747,9547,8304009,00:00.0,Alicorp
1000012371,9860,8304011,00:00.0,Alicorp
1000032002,15230,8304012,00:00.0,Alicorp
1000018974,10804,8304013,00:00.0,Alicorp
1000011384,12039,8304016,00:00.0,Alicorp
1000018617,15231,8304016,00:00.0,Alicorp
1000028585,9548,8304017,00:00.0,Alicorp
1000018617,12038,8304017,00:00.0,Alicorp
1000028574,12037,8304018,00:00.0,Alicorp
1000028458,24487,8304019,00:00.0,Alicorp
1000011384,5996,8304020,00:00.0,Alicorp
1000028574,5997,8304021,00:00.0,Alicorp
1000019463,5998,8304022,00:00.0,Alicorp
1000021982,9743,8304023,00:00.0,Alicorp
1000012371,9759,8304024,00:00.0,Alicorp
1000002120,4305,8304025,00:00.0,Alicorp
1000008829,10210,8304026,00:00.0,Alicorp
1000024730,10195,8304027,00:00.0,Alicorp
1000019379,13200,8304029,00:00.0,Alicorp
1000011384,13213,8304030,00:00.0,Alicorp
1000009118,18904,8304031,00:00.0,Alicorp
1000008739,5112,8304033,00:00.0,Alicorp
1000021982,7813,8304034,00:00.0,Alicorp
1000028662,1760,8304035,00:00.0,Alicorp
1000001852,10278,8304036,00:00.0,Alicorp
1000012077,4306,8304038,00:00.0,Alicorp
1000032002,20279,8305000,00:00.0,Alicorp
1000012275,9786,8305002,00:00.0,Alicorp
1000009263,9787,8305003,00:00.0,Alicorp
1000028859,17636,8305005,00:00.0,Alicorp
1000009118,17877,8305006,00:00.0,Alicorp
1000004314,16277,8305008,00:00.0,Alicorp
1000018866,22297,8305009,00:00.0,Alicorp
1000018865,20280,8305010,00:00.0,Alicorp
1000031176,4089,8305011,00:00.0,Alicorp
1000019379,22298,8305015,00:00.0,Alicorp
1000008558,22631,8305016,00:00.0,Alicorp
1000009363,23659,8305017,00:00.0,Alicorp
1000028129,4088,8305018,00:00.0,Alicorp
30001508,20281,8305019,00:00.0,Alicorp
1000032002,10624,8305020,00:00.0,Alicorp
1000009232,1742,8305024,00:00.0,Alicorp
1000018850,10625,8305025,00:00.0,Alicorp
1000010245,1740,8305026,00:00.0,Alicorp
1000029956,4090,8305028,00:00.0,Alicorp
1000034830,17930,8305028,00:00.0,Alicorp
1000028575,1686,8305029,00:00.0,Alicorp
1000012434,1687,8305030,00:00.0,Alicorp
1000018366,1718,8305031,00:00.0,Alicorp
1000012434,8054,8305035,00:00.0,Alicorp
1000028578,22299,8305036,00:00.0,Alicorp
1000009913,19952,8305040,00:00.0,Alicorp
1000018866,17931,8305041,00:00.0,Alicorp
1000028584,22702,8305041,00:00.0,Alicorp
1000028760,22300,8305043,00:00.0,Alicorp
1000028136,15797,8305045,00:00.0,Alicorp
1000032002,22301,8305047,00:00.0,Alicorp
1000010245,12048,8305048,00:00.0,Alicorp
1000011384,16119,8305048,00:00.0,Alicorp
1000019365,22302,8305049,00:00.0,Alicorp
30003885,16704,8305053,00:00.0,Alicorp
1000028129,19647,8305076,00:00.0,Alicorp
1000028575,13156,8305090,00:00.0,Alicorp
1000009039,9999,8305094,00:00.0,Alicorp
1000019463,18636,8305098,00:00.0,Alicorp
1000028662,18590,8305099,00:00.0,Alicorp
1000010013,18591,8305100,00:00.0,Alicorp
1000028575,22303,8305102,00:00.0,Alicorp
1000011855,12026,8305103,00:00.0,Alicorp
1000012275,18607,8305105,00:00.0,Alicorp
1000008549,22304,8305106,00:00.0,Alicorp
1000018310,12013,8305111,00:00.0,Alicorp
1000020428,19949,8305186,00:00.0,Alicorp
30003984,20155,8305234,00:00.0,Alicorp
1000012286,19755,8305236,00:00.0,Alicorp
1000018636,20341,8305252,00:00.0,Alicorp
1000009232,20342,8305253,00:00.0,Alicorp
1000018352,20104,8305256,00:00.0,Alicorp
1000008184,22280,8305257,00:00.0,Alicorp
30003885,22305,8305258,00:00.0,Alicorp
1000011855,22306,8305259,00:00.0,Alicorp
1000028586,20154,8305260,00:00.0,Alicorp
1000004006,23660,8305277,00:00.0,Alicorp
1000018378,24294,8305319,00:00.0,Alicorp
1000024731,24295,8305320,00:00.0,Alicorp
1000018974,18733,8306000,00:00.0,Alicorp
1000009118,13139,8306001,00:00.0,Alicorp
1000035866,15485,8306002,00:00.0,Alicorp
1000008877,11246,8306003,00:00.0,Alicorp
1000023530,18734,8306005,00:00.0,Alicorp
1000024731,18740,8306005,00:00.0,Alicorp
1000018671,18768,8306006,00:00.0,Alicorp
1000008829,6058,8306007,00:00.0,Alicorp
1000007672,18736,8306008,00:00.0,Alicorp
1000008859,18735,8306009,00:00.0,Alicorp
1000012341,1770,8306010,00:00.0,Alicorp
30002317,15482,8306012,00:00.0,Alicorp
1000019463,8055,8306014,00:00.0,Alicorp
1000028858,8361,8306016,00:00.0,Alicorp
1000028587,19898,8306016,00:00.0,Alicorp
1000018310,18745,8306017,00:00.0,Alicorp
1000028588,12003,8306018,00:00.0,Alicorp
1000018671,20432,8306031,00:00.0,Alicorp
1000007926,20475,8306032,00:00.0,Alicorp
1000034830,21742,8306034,00:00.0,Alicorp
1000029670,21144,8306037,00:00.0,Alicorp
1000028587,4101,8309001,00:00.0,Alicorp
1000011384,6585,8309005,00:00.0,Alicorp
1000019463,4103,8309006,00:00.0,Alicorp
1000019463,9911,8309008,00:00.0,Alicorp
1000021615,18881,8309009,00:00.0,Alicorp
1000034830,20290,8309010,00:00.0,Alicorp
1000008893,20291,8309011,00:00.0,Alicorp
1000004065,20292,8309015,00:00.0,Alicorp
1000007747,12033,8309017,00:00.0,Alicorp
1000016655,12036,8309017,00:00.0,Alicorp
1000018861,12034,8309020,00:00.0,Alicorp
1000007926,20294,8309020,00:00.0,Alicorp
1000008859,7557,8309022,00:00.0,Alicorp
1000028136,12035,8309022,00:00.0,Alicorp
1000008802,22307,8309023,00:00.0,Alicorp
1000012343,22308,8309024,00:00.0,Alicorp
1000012343,22309,8309025,00:00.0,Alicorp
1000028859,20295,8309026,00:00.0,Alicorp
1000024166,22311,8309026,00:00.0,Alicorp
1000018534,15528,8309027,00:00.0,Alicorp
1000018636,15529,8309028,00:00.0,Alicorp
1000012329,22310,8309029,00:00.0,Alicorp
1000009039,22312,8309031,00:00.0,Alicorp
1000008877,22313,8309033,00:00.0,Alicorp
1000009363,20296,8309036,00:00.0,Alicorp
1000024730,1715,8309041,00:00.0,Alicorp
1000012434,4298,8309041,00:00.0,Alicorp
1000028584,18879,8309042,00:00.0,Alicorp
30002600,8415,8309043,00:00.0,Alicorp
1000024731,1717,8309044,00:00.0,Alicorp
1000008739,20297,8309045,00:00.0,Alicorp
1000020099,20309,8309046,00:00.0,Alicorp
1000012371,20298,8309047,00:00.0,Alicorp
1000020428,18882,8309048,00:00.0,Alicorp
1000019365,20299,8309049,00:00.0,Alicorp
1000008877,15527,8309051,00:00.0,Alicorp
1000018310,8621,8309053,00:00.0,Alicorp
1000018861,4280,8309054,00:00.0,Alicorp
1000009584,22314,8309054,00:00.0,Alicorp
1000019381,4299,8309057,00:00.0,Alicorp
1000028575,24476,8309058,00:00.0,Alicorp
1000028136,18880,8309074,00:00.0,Alicorp
1000024731,22282,8309116,00:00.0,Alicorp
1000035585,1284,8309119,00:00.0,Alicorp
1000029670,9820,8309121,00:00.0,Alicorp
1000008549,22981,8309123,00:00.0,Alicorp
1000028794,9821,8309126,00:00.0,Alicorp
1000028587,22315,8309128,00:00.0,Alicorp
1000009913,20300,8310002,00:00.0,Alicorp
1000012434,1780,8310004,00:00.0,Alicorp
1000021982,1789,8310005,00:00.0,Alicorp
1000004006,1790,8310006,00:00.0,Alicorp
1000018534,1781,8310007,00:00.0,Alicorp
1000028136,10293,8311001,00:00.0,Alicorp
1000007670,21271,8311002,00:00.0,Alicorp
1000007880,10295,8311003,00:00.0,Alicorp
1000016707,23641,8311005,00:00.0,Alicorp
1000020099,15570,8311012,00:00.0,Alicorp
1000028586,24488,8311013,00:00.0,Alicorp
1000009263,24489,8311018,00:00.0,Alicorp
1000008721,24490,8311019,00:00.0,Alicorp
1000028129,1252,8312005,00:00.0,Alicorp
1000007747,1253,8312006,00:00.0,Alicorp
1000002120,1669,8312007,00:00.0,Alicorp
30003902,1254,8312008,00:00.0,Alicorp
1000028858,1256,8312011,00:00.0,Alicorp
1000021615,1257,8312012,00:00.0,Alicorp
1000007747,1261,8312013,00:00.0,Alicorp
1000007672,15924,8312014,00:00.0,Alicorp
1000007598,1258,8312015,00:00.0,Alicorp
1000012262,18884,8312015,00:00.0,Alicorp
1000011855,1259,8312016,00:00.0,Alicorp
